image_path,cluster_label
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7691701_38.3939982_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.7934381_37.2637562_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\-0.7934381_37.2637562_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\-0.7934381_37.2637562_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\-0.7934381_37.2637562_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-0.7934381_37.2637562_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\-0.7934381_37.2637562_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8077741_35.2895987_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-0.8160655_36.39517_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\-0.8222405_34.3071324_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8560092_34.2937792_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.8680852_36.2876567_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\-0.8680852_36.2876567_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\-0.8680852_36.2876567_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\-0.8680852_36.2876567_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\-0.8680852_36.2876567_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-0.8680852_36.2876567_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\-0.8924817_-80.4012552_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\-0.8924817_-80.4012552_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\-0.8924817_-80.4012552_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\-0.8924817_-80.4012552_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-0.8924817_-80.4012552_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\-0.8924817_-80.4012552_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9177967_35.1154254_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-0.922908_35.4801487_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.941352_-80.727453_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\-0.941352_-80.727453_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\-0.941352_-80.727453_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\-0.941352_-80.727453_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\-0.941352_-80.727453_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\-0.941352_-80.727453_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9563428_34.1998762_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_3.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_7.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844537_35.5402458_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\-0.9844725_36.6298985_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\-0.9844725_36.6298985_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\-0.9844725_36.6298985_Index__Index_4.png,1
D:/GeoGuessrGuessr/geoguesst\-0.9844725_36.6298985_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-0.9844725_36.6298985_Index__Index_6.png,1
D:/GeoGuessrGuessr/geoguesst\-0.9844725_36.6298985_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.0436699_37.071723_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_1.png,9
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\-1.1016723_34.8783369_Index__Index_8.png,9
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1231134_35.7993941_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_1.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_2.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_4.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_5.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_6.png,5
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.1449347_37.30342_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\-1.2154538_35.0457564_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\-1.2154538_35.0457564_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\-1.2154538_35.0457564_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\-1.2154538_35.0457564_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\-1.2154538_35.0457564_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-1.2154538_35.0457564_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\-1.228001_-80.3323006_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\-1.228001_-80.3323006_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\-1.228001_-80.3323006_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.228001_-80.3323006_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\-1.228001_-80.3323006_Index__Index_6.png,2
D:/GeoGuessrGuessr/geoguesst\-1.228001_-80.3323006_Index__Index_7.png,2
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\-1.3329792_37.329194_Index__Index_8.png,4
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_5.png,0
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3666776_36.9250333_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\-1.3693331_37.8295299_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\-1.3693331_37.8295299_Index__Index_3.png,9
D:/GeoGuessrGuessr/geoguesst\-1.3693331_37.8295299_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\-1.3693331_37.8295299_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\-1.3693331_37.8295299_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-1.3693331_37.8295299_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\-1.3710908_36.6532693_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\-1.3710908_36.6532693_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\-1.3710908_36.6532693_Index__Index_4.png,7
D:/GeoGuessrGuessr/geoguesst\-1.3710908_36.6532693_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\-1.3710908_36.6532693_Index__Index_6.png,7
D:/GeoGuessrGuessr/geoguesst\-1.3710908_36.6532693_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.3991612_-80.2115073_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\-1.3991612_-80.2115073_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\-1.3991612_-80.2115073_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\-1.3991612_-80.2115073_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\-1.3991612_-80.2115073_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-1.3991612_-80.2115073_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.4110801_37.555891_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-1.478002_102.3590528_Index__Index_2.png,7
D:/GeoGuessrGuessr/geoguesst\-1.478002_102.3590528_Index__Index_3.png,7
D:/GeoGuessrGuessr/geoguesst\-1.478002_102.3590528_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\-1.478002_102.3590528_Index__Index_5.png,7
D:/GeoGuessrGuessr/geoguesst\-1.478002_102.3590528_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\-1.478002_102.3590528_Index__Index_7.png,7
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_1.png,8
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_2.png,9
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_4.png,9
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4927269_36.9329821_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_1.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-1.4988864_29.6363972_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5000578_37.0823443_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\-1.5000578_37.0823443_Index__Index_3.png,2
D:/GeoGuessrGuessr/geoguesst\-1.5000578_37.0823443_Index__Index_4.png,2
D:/GeoGuessrGuessr/geoguesst\-1.5000578_37.0823443_Index__Index_5.png,1
D:/GeoGuessrGuessr/geoguesst\-1.5000578_37.0823443_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-1.5000578_37.0823443_Index__Index_7.png,1
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\-1.5361043_29.5623071_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5547747_101.2421233_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\-1.5547747_101.2421233_Index__Index_3.png,8
D:/GeoGuessrGuessr/geoguesst\-1.5547747_101.2421233_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\-1.5547747_101.2421233_Index__Index_5.png,8
D:/GeoGuessrGuessr/geoguesst\-1.5547747_101.2421233_Index__Index_6.png,8
D:/GeoGuessrGuessr/geoguesst\-1.5547747_101.2421233_Index__Index_7.png,8
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5649987_37.5474153_Index__Index_8.png,5
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5806398_30.0630502_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_3.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_4.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_5.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_6.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5904804_30.0547904_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_1.png,4
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_6.png,4
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_7.png,4
D:/GeoGuessrGuessr/geoguesst\-1.5994808_29.5150825_Index__Index_8.png,4
D:/GeoGuessrGuessr/geoguesst\-1.6081888_-78.6041462_Index__Index_2.png,1
D:/GeoGuessrGuessr/geoguesst\-1.6081888_-78.6041462_Index__Index_3.png,1
D:/GeoGuessrGuessr/geoguesst\-1.6081888_-78.6041462_Index__Index_4.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6081888_-78.6041462_Index__Index_5.png,9
D:/GeoGuessrGuessr/geoguesst\-1.6081888_-78.6041462_Index__Index_6.png,9
D:/GeoGuessrGuessr/geoguesst\-1.6081888_-78.6041462_Index__Index_7.png,9
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_1.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_7.png,3
D:/GeoGuessrGuessr/geoguesst\-1.6269461_29.4843378_Index__Index_8.png,3
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_1.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_5.png,2
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6328061_29.4135647_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_1.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_2.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6338031_29.4117066_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_1.png,3
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_2.png,3
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_3.png,4
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_6.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_7.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6456887_29.3806806_Index__Index_8.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6648328_29.2798305_Index__Index_1.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6648328_29.2798305_Index__Index_2.png,8
D:/GeoGuessrGuessr/geoguesst\-1.6648328_29.2798305_Index__Index_3.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6648328_29.2798305_Index__Index_4.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6648328_29.2798305_Index__Index_5.png,6
D:/GeoGuessrGuessr/geoguesst\-1.6648328_29.2798305_Index__Index_6.png,6
